Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 1
	2393041	2391512		-	nuoM	b2277	-	186
	2395046	2393205	2393205	-	nuoL	b2278	-	233
	2395345	2395043		-	nuoK	b2279	-	176
2395896	2395896	2395342		-	nuoJ	b2280	-	299
	2396450	2395908		-	nuoI	b2281	-	154
	2397442	2396465	2396465	-	nuoH	b2282	-	231
2400184	2400165	2397439		-	nuoG	b2283	-	265
	2401555	2400218	2400218	-	nuoF	b2284	-	213
2402054	2402052	2401552		-	nuoE	b2285	-	287
2403877	2403845	2402055	2402055	-	nuoC	b2286	-	208
2404613	2404613	2403951	2403951	-	nuoB	b2287	-	284
2405136	2405072	2404629	2404629	-	nuoA	b2288	-	207
	2406641	2405703		-	lrhA	b2289	-	111
	2407561	2408778		+	alaA	b2290	-	65
	2408862	2409461		+	yfbR	b2291	-	29
	2411352	2409520		-	yfbS	b2292	-	49
2412099	2412089	2411439	2411439	-	yfbT	b2293	-	230
2412612	2412594	2412100	2412100	-	yfbU	b2294	-	364
	2413132	2412677		-	yfbV	b2295	-	35
2413434	2413470	2414672	2414672	+	ackA	b2296	-	1143
2414236			2414202	-	-	predicted RNA	antisense: ackA	2132
2414390			2414356	-	-	predicted RNA	antisense: ackA	2430
2414669			2414475	-	-	predicted RNA	antisense: ackA	2068
2414687	2414747	2416891	2416891	+	pta	b2297	-	1044
2414966			2414927	-	-	predicted RNA	antisense: pta	1984
2415094			2415068	-	-	predicted RNA	antisense: pta	2388
2415227			2415173	-	-	predicted RNA	antisense: pta	1879
2415528			2415507	-	-	predicted RNA	antisense: pta	1966
2416104			2416075	-	-	predicted RNA	antisense: pta	1698
2416236			2416215	-	-	predicted RNA	antisense: pta	2230
2416338			2416328	-	-	predicted RNA	antisense: pta	1756
2416879			2416785	-	-	predicted RNA	antisense: pta	1664
	2417081	2418601		+	yfcC	b2298	-	23
	2419176	2418634		-	yfcD	b2299	-	134
	2419788	2419234		-	yfcE	b2300	-	177
	2420485	2419841		-	yfcF	b2301	-	40
	2420621	2421268		+	yfcG	b2302	-	22
	2421325	2421687		+	folX	b2303	-	124
	2421708	2422601		+	yfcH	b2304	-	79
	2423539	2422649		-	yfcI	b2305	-	10
	2424509	2423736		-	hisP	b2306	-	40
	2425233	2424517		-	hisM	b2307	-	53
	2425916	2425230		-	hisQ	b2308	-	67
	2426788	2426006		-	hisJ	b2309	-	171
	2427791	2427009		-	argT	b2310	-	11
	2428626	2428057		-	ubiX	b2311	-	19
2430238	2430238	2428721	2428721	-	purF	b2312	-	272
2430786	2430763	2430275	2430239	-	cvpA	b2313	-	433
	2431684	2431022		-	dedD	b2314	-	122
	2432942	2431674		-	folC	b2315	-	127
2433991	2433926	2433012	2433012	-	accD	b2316	-	422
	2434741	2434082		-	dedA	b2317	-	94
	2435636	2434824		-	truA	b2318	-	127
	2436649	2435636		-	usg	b2319	-	160
	2437851	2436715		-	pdxB	b2320	-	156
	2437950	2438945		+	flk	b2321	-	39
	2440120	2438942		-	yfcJ	b2322	-	15
2440318			2440350	+	-	predicted RNA	-	2296
2441625	2441605	2440385	2440385	-	fabB	b2323	-	768
2440701			2440771	+	-	predicted RNA	antisense: fabB	2376
	2441764	2443770		+	mnmC	b2324	-	24
	2444169	2443891		-	yfcL	b2325	-	80
	2444751	2444203		-	epmC	b2326	-	88
	2445560	2444751		-	yfcA	b2327	-	60
	2446384	2445560		-	mepA	b2328	-	100
2447473	2447473	2446388	2446388	-	aroC	b2329	-	214
2448452	2448440	2447508	2447474	-	prmB	b2330	-	266
	2448606	2449157		+	smrB	b2331	-	94
	2450049	2449228		-	yfcO	b2332	-	32
	2450590	2450051		-	yfcP	b2333	-	0
	2451075	2450587		-	yfcQ	b2334	-	5
	2451584	2451072		-	yfcR	b2335	-	2
	2452336	2451584		-	yfcS	b2336	-	1
	2455646	2455083		-	yfcV	b2339	-	0
	2456812	2456327		-	sixA	b2340	-	165
	2459159	2457015		-	fadJ	b2341	-	5
	2460469	2459159		-	fadI	b2342	-	2
	2460934	2460650		-	yfcZ	b2343	-	50
	2461306	2462646		+	fadL	b2344	-	6
	2463012	2464070		+	yfdF	b2345	-	0
	2465007	2464252		-	mlaA	b2346	-	125
	2465301	2466233		+	yfdC	b2347	-	14
2466309			2466383	+	argW	b2348	-	0
	2466545	2467702		+	intS	b2349	-	19
	2467855	2468217		+	gtrA	b2350	-	69
	2468214	2469134		+	gtrB	b2351	-	51
	2469131	2470462		+	gtrS	b2352	-	4
	2471517	2471077		-	yfdK	b2354	-	3
	2472881	2472387		-	yfdN	b2357	-	0
	2473604	2473966		+	yfdP	b2359	-	0
	2474032	2474856		+	yfdQ	b2360	-	4
	2474984	2475520		+	yfdR	b2361	-	0
	2475511	2475873		+	yfdS	b2362	-	0
	2475873	2476178		+	yfdT	b2363	-	0
	2476310	2476510		+	torI	b4501	-	6
2476584			2476598	+	pawZ	b4643	-	0
	2477629	2476694		-	dsdC	b2364	-	12
	2477847	2479184		+	dsdX	b2365	-	7
	2479202	2480530		+	dsdA	b2366	-	20
	2482176	2480638		-	emrY	b2367	-	0
	2483339	2482176		-	emrK	b2368	-	2
	2483755	2484369		+	evgA	b2369	-	39
	2484374	2487967		+	evgS	b2370	-	6
	2489168	2488023		-	yfdE	b2371	-	3
	2490186	2489242		-	yfdV	b2372	-	5
	2491950	2490256		-	oxc	b2373	-	0
	2493254	2492004		-	frc	b2374	-	3
	2494402	2493767		-	yfdX	b2375	-	0
	2494698	2494973		+	ypdI	b2376	-	18
	2495292	2495050		-	yfdY	b2377	-	65
	2495645	2496565		+	lpxP	b2378	-	8
	2496921	2496992		+	ypdK	b4680	-	0
	2498295	2497057		-	alaC	b2379	-	84
	2498671	2500368		+	ypdA	b2380	-	6
	2500383	2501117		+	ypdB	b2381	-	27
	2501130	2501987		+	ypdC	b2382	-	13
	2504485	2501990		-	fryA	b2383	-	5
	2505547	2504510		-	ypdE	b2384	-	1
	2506632	2505547		-	ypdF	b2385	-	0
	2507894	2506647		-	fryC	b2386	-	0
	2508242	2507916		-	fryB	b2387	-	4
	2509426	2508461		-	glk	b2388	-	103
	2509630	2510886		+	yfeO	b2389	-	7
	2511001	2511327		+	ypeC	b2390	-	10
	2512706	2511468		-	mntH	b2392	-	14
	2513042	2514244		+	nupC	b2393	-	134
	2514331	2515443		+	insL1	b2394	-	39
	2517832	2515643		-	yfeA	b2395	-	15
2518116			2518041	-	alaX	b2396	-	35
2518231			2518156	-	alaW	b2397	-	65
	2518467	2518811		+	yfeC	b2398	-	15
	2518813	2519205		+	yfeD	b2399	-	43
2520706	2520672	2519257	2519257	-	gltX	b2400	-	340
2520931			2521006	+	valU	b2401	-	1298
2521051			2521126	+	valX	b2402	-	1230
2521168			2521100	-	-	predicted RNA	antisense: valX	3199
2521173			2521248	+	valY	b2403	-	970
2521253			2521328	+	lysV	b2404	-	614
	2522477	2521593		-	xapR	b2405	-	13
	2523985	2522729		-	xapB	b2406	-	11
	2524878	2524045		-	xapA	b2407	-	1
	2525127	2525891		+	yfeN	b2408	-	8
	2526856	2525930		-	yfeR	b2409	-	20
	2526946	2527944		+	yfeH	b2410	-	26
	2528159	2527941		-	ypeB	b4546	-	27
	2530176	2528161		-	ligA	b2411	-	75
2531259	2531233	2530247	2530247	-	zipA	b2412	-	282
	2531463	2532224		+	cysZ	b2413	-	37
2532385	2532409	2533380	2533380	+	cysK	b2414	-	2572
2533386			2532569	-	-	predicted RNA	antisense: cysK	3199
2533531	2533764	2534021	2534021	+	ptsH	b2415	-	1656
2534161			2533785	-	-	predicted RNA	antisense: ptsH ptsI	1836
2534022	2534066	2535793	2535833	+	ptsI	b2416	-	1486
2534645			2534252	-	-	predicted RNA	antisense: ptsI	1797
2534989			2534946	-	-	predicted RNA	antisense: ptsI	3182
2535133			2535086	-	-	predicted RNA	antisense: ptsI	3218
2535236			2535201	-	-	predicted RNA	antisense: ptsI	2511
2535328			2535311	-	-	predicted RNA	antisense: ptsI	1919
2535462			2535444	-	-	predicted RNA	antisense: ptsI	1947
2535618			2535561	-	-	predicted RNA	antisense: ptsI	2678
2535872			2535721	-	-	predicted RNA	antisense: crr ptsI	2085
2535834	2535834	2536343	2536343	+	crr	b2417	-	1082
2536117			2536015	-	-	predicted RNA	antisense: crr	2358
2536281			2536177	-	-	predicted RNA	antisense: crr	1959
	2537237	2536386		-	pdxK	b2418	-	111
	2537342	2537716		+	yfeK	b2419	-	22
	2537749	2538483		+	yfeS	b2420	-	28
2539679	2539583	2538672	2538672	-	cysM	b2421	-	453
	2540814	2539717	2539717	-	cysA	b2422	-	471
	2541679	2540804		-	cysW	b2423	-	347
	2542512	2541679		-	cysU	b2424	-	218
2543531	2543528	2542512		-	cysP	b2425	-	249
	2544623	2543832		-	ucpA	b2426	-	64
	2545609	2544752		-	murR	b2427	-	7
	2545773	2546669		+	murQ	b2428	-	16
	2546673	2548097		+	murP	b2429	-	7
	2548102	2549406		+	yfeW	b2430	-	10
2550545	2550545	2549646	2549646	-	yfeX	b2431	-	244
	2551216	2550641		-	yfeY	b2432	-	82
	2551726	2551277		-	yfeZ	b2433	-	58
2552148	2552138	2551713		-	ypeA	b2434	-	202
	2552352	2553221		+	amiA	b2435	-	50
	2553225	2554124		+	hemF	b2436	-	39
	2555182	2554130		-	eutR	b2437	-	19
	2555728	2555228		-	eutK	b2438	-	12
	2556400	2555741		-	eutL	b2439	-	47
	2557297	2556410		-	eutC	b2440	-	27
	2558679	2557318		-	eutB	b2441	-	95
	2558858	2560066		+	intZ	b2442	-	17
	2560257	2560898		+	yffL	b2443	-	10
	2561368	2561613		+	yffM	b2444	-	0
	2561625	2561993		+	yffN	b2445	-	4
	2562111	2562527		+	yffO	b2446	-	15
	2562524	2563117		+	yffP	b2447	-	11
	2563592	2563969		+	yffQ	b2448	-	14
	2563980	2564372		+	yffR	b2449	-	16
	2564523	2565332		+	yffS	b2450	-	59
	2566884	2565481		-	eutA	b2451	-	1
	2568107	2566881		-	eutH	b2452	-	3
	2569511	2568324		-	eutG	b2453	-	6
	2570337	2569501		-	eutJ	b2454	-	3
	2571751	2570348		-	eutE	b2455	-	0
	2572050	2571763		-	eutN	b2456	-	8
	2572450	2572157		-	eutM	b2457	-	9
	2573505	2572489		-	eutD	b2458	-	7
	2574305	2573502		-	eutT	b2459	-	1
	2575003	2574302		-	eutQ	b2460	-	0
	2575457	2574978		-	eutP	b2461	-	5
	2575805	2575470		-	eutS	b2462	-	0
	2578377	2576098		-	maeB	b2463	-	61
	2578666	2579616		+	talA	b2464	-	97
	2579636	2581639		+	tktB	b2465	-	120
	2582777	2581734		-	ypfG	b2466	-	12
	2583478	2582903		-	nudK	b2467	-	41
	2585525	2583546		-	aegA	b2468	-	27
	2585731	2587431		+	narQ	b2469	-	17
	2587595	2590708		+	acrD	b2470	-	9
	2590866	2590807		-	ypfM	b4606	-	22
	2591247	2591603		+	yffB	b2471	-	52
	2591607	2592734		+	dapE	b2472	-	92
	2592762	2592962		+	ypfN	b4547	-	43
	2593770	2593072		-	ypfH	b2473	-	65
	2595859	2593844		-	tmcA	b2474	-	34
	2596737	2595874		-	ypfJ	b2475	-	104
2597677	2597618	2596905	2596905	-	purC	b2476	-	838
2596927			2596984	+	-	predicted RNA	antisense: purC	1900
2597160			2597308	+	-	predicted RNA	antisense: purC	1945
2598881	2598865	2597831	2597831	-	bamC	b2477	-	481
2599772	2599760	2598882	2598882	-	dapA	b2478	-	738
2599568			2599590	+	-	predicted RNA	antisense: dapA	1858
	2599906	2600478		+	gcvR	b2479	-	135
	2600478	2600948	2600948	+	bcp	b2480	-	233
	2601201	2601818		+	hyfA	b2481	-	5
	2601818	2603836		+	hyfB	b2482	-	1
	2603847	2604794		+	hyfC	b2483	-	1
	2604811	2606250		+	hyfD	b2484	-	4
	2606262	2606912		+	hyfE	b2485	-	6
	2606917	2608497		+	hyfF	b2486	-	4
	2608487	2610154		+	hyfG	b2487	-	3
	2610164	2610709		+	hyfH	b2488	-	4
	2610706	2611464		+	hyfI	b2489	-	5
	2611457	2611870		+	hyfJ	b2490	-	3
	2611900	2613912		+	hyfR	b2491	-	4
	2613934	2614782		+	focB	b2492	-	11
	2615881	2614820		-	yfgO	b2493	-	52
	2616094	2617557		+	bepA	b2494	-	81
	2617578	2617937		+	yfgD	b2495	-	73
	2618776	2618075		-	hda	b2496	-	108
2620170	2620160	2618871	2618871	-	uraA	b2497	-	291
2620893	2620872	2620246	2620246	-	upp	b2498	-	732
2620617			2620709	+	-	predicted RNA	antisense: upp	1978
2621179	2621197	2622234		+	purM	b2499	-	628
2621517			2621477	-	-	predicted RNA	antisense: purM	2355
	2622234	2622872		+	purN	b2500	-	136
	2623044	2625110		+	ppk	b2501	-	59
	2625115	2626656		+	ppx	b2502	-	66
	2628938	2626695		-	yfgF	b2503	-	1
	2629290	2629481		+	yfgG	b2504	-	17
	2629792	2630310		+	yfgH	b2505	-	2
	2630326	2630865		+	yfgI	b2506	-	0
2630946			2630981	+	-	predicted RNA	antisense: guaA	2386
2632540	2632535	2630958	2630958	-	guaA	b2507	-	729
2634082	2634070	2632604	2632604	-	guaB	b2508	-	837
2632975			2632993	+	-	predicted RNA	antisense: guaB	2089
2633090			2633194	+	-	predicted RNA	antisense: guaB	1764
2633263			2633310	+	-	predicted RNA	antisense: guaB	2414
2633646			2633660	+	-	predicted RNA	antisense: guaB	1788
	2634232	2635602		+	xseA	b2509	-	63
	2635814	2635599		-	yfgJ	b2510	-	6
	2637356	2635884		-	der	b2511	-	129
2638654	2638652	2637474	2637474	-	bamB	b2512	-	359
2639283	2639283	2638663	2638655	-	yfgM	b2513	-	322
2640575	2640575	2639301	2639301	-	hisS	b2514	-	344
2641804	2641804	2640686	2640686	-	ispG	b2515	-	255
	2642844	2641831		-	rodZ	b2516	-	150
	2644283	2643129		-	rlmN	b2517	-	64
	2644864	2644433		-	ndk	b2518	-	42
	2647325	2645013		-	pbpC	b2519	-	13
	2652287	2647326		-	yfhM	b2520	-	62
	2652494	2653339		+	sseA	b2521	-	50
2653855			2654158	+	ryfA	b4440	-	67
	2654933	2654157		-	sseB	b2522	-	86
2656358	2656358	2655075	2655075	-	pepB	b2523	-	376
2656736	2656736	2656536	2656489	-	iscX	b2524	-	266
2657083	2657083	2656748	2656737	-	fdx	b2525	-	535
2658936	2658935	2657085	2657084	-	hscA	b2526	-	416
2659470	2659467	2658952	2658944	-	hscB	b2527	-	320
2659902	2659886	2659563	2659548	-	iscA	b2528	-	1423
2660316	2660289	2659903	2659903	-	iscU	b2529	-	1224
2661623	2661531	2660317	2660317	-	iscS	b2530	-	2180
	2662131	2661643		-	iscR	b2531	-	44
	2663323	2662583		-	trmJ	b2532	-	154
	2663442	2664245		+	suhB	b2533	-	167
	2664390	2665244		+	yfhR	b2534	-	0
	2665435	2666715		+	csiE	b2535	-	7
	2667846	2666707		-	hcaT	b2536	-	12
	2668896	2668006		-	hcaR	b2537	-	1
	2668071	2668006		-	iroK	b4706	-	0
	2669032	2670393		+	hcaE	b2538	-	28
	2670390	2670908		+	hcaF	b2539	-	16
	2670908	2671228		+	hcaC	b2540	-	13
	2671225	2672037		+	hcaB	b2541	-	10
	2672047	2673249		+	hcaD	b2542	-	17
	2673346	2673768		+	yphA	b2543	-	38
	2674688	2673816		-	yphB	b2544	-	6
	2675761	2674700		-	yphC	b2545	-	17
	2676825	2675827		-	yphD	b2546	-	19
	2678361	2676850		-	yphE	b2547	-	7
	2679367	2678384		-	yphF	b2548	-	3
	2682745	2679464		-	yphG	b2549	-	1
	2682863	2684056		+	yphH	b2550	-	12
2684225			2685387	+	-	predicted RNA	antisense: glyA	2583
2685561	2685507	2684254	2684254	-	glyA	b2551	-	2448
	2685835	2687025		+	hmp	b2552	-	13
	2687408	2687070		-	glnB	b2553	-	57
	2688803	2687469		-	glrR	b2554	-	36
	2689506	2688793		-	yfhG	b2555	-	38
	2691098	2689671		-	glrK	b2556	-	29
2691340			2691157	-	glmY	b4441	-	7
2695569	2695543	2691656	2691656	-	purL	b2557	-	409
	2695801	2697357		+	mltF	b2558	-	3
	2697857	2697354		-	tadA	b2559	-	59
	2698550	2697915		-	pgpC	b2560	-	46
	2698759	2699607		+	yfhH	b2561	-	29
	2699663	2699923		+	yfhL	b2562	-	15
	2700197	2700117		-	shoB	b4687	-	0
2700520			2700596	+	ohsC	b4608	-	0
	2700998	2700618		-	acpS	b2563	-	54
2701740	2701729	2700998		-	pdxJ	b2564	-	246
	2702469	2701741		-	recO	b2565	-	83
	2703386	2702481		-	era	b2566	-	144
	2704063	2703383		-	rnc	b2567	-	118
	2705309	2704335		-	lepB	b2568	-	89
2707186	2707124	2705325	2705325	-	lepA	b2569	-	232
	2707801	2707322		-	rseC	b2570	-	64
	2708754	2707798		-	rseB	b2571	-	161
2709436	2709404	2708754		-	rseA	b2572	-	503
2710066	2710012	2709437	2709437	-	rpoE	b2573	-	326
	2710420	2712042		+	nadB	b2574	-	152
	2712764	2712027		-	trmN	b2575	-	51
	2712896	2714230		+	srmB	b2576	-	68
	2715320	2714439		-	yfiE	b2577	-	8
	2715423	2716010		+	eamB	b2578	-	2
2716503	2716449	2716066	2716066	-	grcA	b2579	-	346
	2716754	2717443		+	ung	b2580	-	62
	2718528	2717491		-	yfiF	b2581	-	116
	2718735	2719154		+	trxC	b2582	-	6
	2719223	2719921		+	yfiP	b2583	-	7
	2719953	2722613		+	pka	b2584	-	29
	2722727	2724082		+	pssA	b2585	-	142
	2724128	2724451		+	yfiM	b2586	-	28
	2725746	2724448		-	kgtP	b2587	-	74
2726188			2726069	-	rrfG	b2588	-	304
2729184			2726281	-	rrlG	b2589	-	237963
2726289			2729163	+	-	predicted RNA	antisense: rrlG	231209
2729444			2729369	-	gltW	b2590	-	224
2729602			2731141	+	-	predicted RNA	antisense: rrsG	22315
2731157			2729616	-	rrsG	b2591	-	22966
	2734173	2731600	2731600	-	clpB	b2592	-	336
2734295			2734153	-	ryfD	b4609	-	143
	2735034	2734303		-	yfiH	b2593	-	64
	2736011	2735031		-	rluD	b2594	-	136
2736146	2736146	2736883	2736883	+	bamD	b2595	-	458
	2737154	2737495		+	raiA	b2597	-	125
	2737599	2737646		+	pheL	b2598	-	48
	2737745	2738905		+	pheA	b2599	-	120
2740079	2740069	2738948	2738948	-	tyrA	b2600	-	214
2741186	2741150	2740080	2740080	-	aroF	b2601	-	281
	2741360	2741725		+	yfiL	b2602	-	3
	2741875	2742393		+	yfiR	b2603	-	12
	2742383	2743609		+	yfiN	b2604	-	6
	2743625	2744107		+	yfiB	b2605	-	13
2744166			2744272	+	-	predicted RNA	antisense: rplS	1879
2744530	2744530	2744183	2744183	-	rplS	b2606	-	839
2744335			2744434	+	-	predicted RNA	antisense: rplS	1729
2744486			2744581	+	-	predicted RNA	antisense: rplS trmD	2863
2745346	2745339	2744572	2744531	-	trmD	b2607	-	1893
2744657			2744819	+	-	predicted RNA	antisense: trmD	2015
2744907			2745133	+	-	predicted RNA	antisense: trmD	2660
2745343			2745480	+	-	predicted RNA	antisense: rimM	2051
2745918	2745918	2745370	2745347	-	rimM	b2608	-	1801
2745545			2745788	+	-	predicted RNA	antisense: rimM	3137
2745899			2745980	+	-	predicted RNA	antisense: rimM rpsP	4732
2746240	2746185	2745937	2745919	-	rpsP	b2609	-	2070
2747811	2747795	2746434	2746434	-	ffh	b2610	-	197
	2747962	2748753		+	ypjD	b2611	-	38
	2748774	2750060		+	yfjD	b4461	-	27
2750729	2750708	2750115	2750115	-	grpE	b2614	-	370
2750193			2750204	+	-	predicted RNA	antisense: grpE	1835
	2750831	2751709		+	nadK	b2615	-	47
	2751795	2753456		+	recN	b2616	-	17
	2753605	2753946		+	bamE	b2617	-	119
	2754298	2754008		-	ratB	b2618	-	50
	2754764	2754288		-	ratA	b2619	-	78
	2754896	2755378		+	smpB	b2620	-	93
2755593			2755955	+	ssrA	b2621	-	75011
2755995			2755714	-	-	predicted RNA	antisense: ssrA	99521
	2756159	2757400		+	intA	b2622	-	40
	2758600	2757644		-	yfjH	b2623	-	5
	2758644	2758856		+	alpA	b2624	-	0
	2758985	2760394		+	yfjI	b2625	-	0
	2760547	2761173		+	yfjJ	b2626	-	2
	2763540	2761351		-	yfjK	b2627	-	36
	2765153	2763537		-	yfjL	b2628	-	34
	2765776	2765513		-	yfjM	b2629	-	8
	2765918	2766991		+	rnlA	b2630	-	169
	2766984	2767355		+	rnlB	b2631	-	58
	2767710	2768573		+	yfjP	b2632	-	5
	2768665	2769486		+	yfjQ	b2633	-	4
	2769703	2770404		+	yfjR	b2634	-	5
	2770445	2770681		+	ypjK	b2635	-	5
	2770681	2771124		+	yfjS	b2636	-	3
	2771148	2771615		+	yfjT	b2637	-	2
	2773318	2775021		+	yfjW	b2642	-	1
	2775919	2776377		+	yfjX	b2643	-	5
	2776386	2776868		+	yfjY	b2644	-	5
	2776877	2777077		+	ypjJ	b4548	-	0
	2777115	2777432		+	yfjZ	b2645	-	12
	2777453	2777782		+	ypjF	b2646	-	16
2777972			2777985	+	psaA	b4645	-	0
	2782726	2778146		-	ypjA	b2647	-	10
2785837			2785762	-	ileY	b2652	-	0
	2788985	2789962		+	csiD	b2659	-	8
	2789982	2791250		+	lhgO	b2660	-	15
	2791273	2792721		+	gabD	b2661	-	20
	2792735	2794015		+	gabT	b2662	-	24
	2794253	2795653		+	gabP	b2663	-	11
	2795674	2796336		+	csiR	b2664	-	43
	2796786	2796337		-	ygaU	b2665	-	178
	2797028	2796870		-	yqaE	b2666	-	6
	2797211	2797510		+	ygaV	b2667	-	0
	2797520	2798044		+	ygaP	b2668	-	16
2798539	2798495	2798091	2798091	-	stpA	b2669	-	226
	2799164	2799613		+	alaE	b2670	-	9
	2799994	2799650		-	ygaC	b2671	-	7
	2800146	2800475		+	ygaM	b2672	-	154
	2800723	2800968		+	nrdH	b2673	-	0
	2800965	2801375		+	nrdI	b2674	-	9
	2801348	2803492		+	nrdE	b2675	-	1
	2803502	2804461		+	nrdF	b2676	-	0
	2804815	2806017		+	proV	b2677	-	12
	2806010	2807074		+	proW	b2678	-	32
	2807132	2808124		+	proX	b2679	-	7
	2809617	2810354		+	ygaZ	b2682	-	96
	2810344	2810679		+	ygaH	b2683	-	52
	2810770	2811300		+	mprA	b2684	-	129
	2811427	2812599		+	emrA	b2685	-	70
	2812616	2814154		+	emrB	b2686	-	49
2814738	2814733	2814218	2814218	-	luxS	b2687	-	594
2814802			2814879	+	micA	b4442	-	102
2816451	2816439	2814883	2814883	-	gshA	b2688	-	202
	2816940	2816512		-	yqaA	b2689	-	92
	2817503	2816937		-	yqaB	b2690	-	98
2817860			2817784	-	argQ	b2691	-	67
2818135			2818059	-	argZ	b2692	-	257
2818274			2818198	-	argY	b2693	-	272
2818549			2818473	-	argV	b2694	-	398
2818645			2818553	-	serV	b2695	-	588
	2819146	2818961		-	csrA	b2696	-	126
2822072	2822011	2819381	2819378	-	alaS	b2697	-	749
	2822639	2822139		-	recX	b2698	-	4
2823788	2823769	2822708	2822708	-	recA	b2699	-	387
	2824346	2823849		-	pncC	b2700	-	71
	2825576	2824491		-	mltB	b2701	-	32
	2825832	2826395		+	srlA	b2702	-	2
	2826392	2827351		+	srlE	b2703	-	2
	2827362	2827733		+	srlB	b2704	-	7
	2827737	2828516		+	srlD	b2705	-	1
	2828621	2828980		+	srlM	b2706	-	3
	2829047	2829820		+	srlR	b2707	-	49
	2829813	2830778		+	srlQ	b2708	-	56
	2832289	2830775		-	norR	b2709	-	36
	2832476	2833915		+	norV	b2710	-	6
	2833912	2835045		+	norW	b2711	-	2
	2837425	2835173		-	hypF	b2712	-	48
	2838105	2837578		-	hydN	b2713	-	160
	2839264	2838254		-	ascG	b2714	-	34
	2839524	2840981		+	ascF	b2715	-	10
	2840990	2842414		+	ascB	b2716	-	10
	2843043	2842573		-	hycI	b2717	-	114
	2843446	2843036		-	hycH	b2718	-	193
	2844210	2843443		-	hycG	b2719	-	145
	2844752	2844210		-	hycF	b2720	-	90
	2846471	2844762		-	hycE	b2721	-	163
	2847412	2846489		-	hycD	b2722	-	117
	2849241	2847415		-	hycC	b2723	-	140
	2849849	2849238		-	hycB	b2724	-	133
	2850435	2849974		-	hycA	b2725	-	147
	2850647	2850997		+	hypA	b2726	-	143
2850998	2851001	2851873		+	hypB	b2727	-	211
	2851864	2852136		+	hypC	b2728	-	215
	2852136	2853257		+	hypD	b2729	-	195
	2853254	2854264		+	hypE	b2730	-	136
	2854338	2856416		+	fhlA	b2731	-	16
	2856806	2856453		-	ygbA	b2732	-	0
	2857093	2859654		+	mutS	b2733	-	44
	2859760	2860416		+	pphB	b2734	-	1
	2861234	2860467		-	ygbI	b2735	-	33
	2861430	2862338		+	ygbJ	b2736	-	2
	2862335	2863501		+	ygbK	b2737	-	6
	2863593	2864231		+	ygbL	b2738	-	6
	2864236	2865012		+	ygbM	b2739	-	5
	2865101	2866465		+	ygbN	b2740	-	3
2866554			2866588	+	-	predicted RNA	antisense: rpoS	2464
2867613	2867551	2866559	2866559	-	rpoS	b2741	-	859
2867285			2867315	+	-	predicted RNA	antisense: rpoS	1962
2868753	2868753	2867614	2867614	-	nlpD	b2742	-	749
2867679			2867783	+	-	predicted RNA	antisense: nlpD	2347
2867881			2867923	+	-	predicted RNA	antisense: nlpD	3395
	2869519	2868893		-	pcm	b2743	-	119
	2870274	2869513		-	umpG	b2744	-	67
	2871304	2870255		-	truD	b2745	-	94
	2871780	2871301		-	ispF	b2746	-	97
	2872490	2871780		-	ispD	b2747	-	69
	2872820	2872509		-	ftsB	b2748	-	88
	2873337	2873014		-	ygbE	b2749	-	50
	2873992	2873387	2873387	-	cysC	b2750	-	238
2875419	2875419	2873992		-	cysN	b2751	-	721
2876358	2876329	2875421	2875420	-	cysD	b2752	-	513
	2876581	2877618		+	iap	b2753	-	17
	2878853	2878569		-	ygbF	b2754	-	15
	2879772	2878855		-	ygbT	b2755	-	10
	2880387	2879788		-	casE	b2756	-	4
	2881048	2880374		-	casD	b2757	-	4
	2882142	2881051		-	casC	b2758	-	1
	2882637	2882155		-	casB	b2759	-	0
	2884138	2882630		-	casA	b2760	-	1
	2887219	2884553		-	ygcB	b2761	-	5
2887354			2887409	+	sokX	b4701	-	42
2888322	2888312	2887578	2887578	-	cysH	b2762	-	295
	2890099	2888387	2888323	-	cysI	b2763	-	552
2891940	2891898	2890099		-	cysJ	b2764	-	463
	2892214	2892579		+	queD	b2765	-	17
	2892657	2893928		+	ygcN	b2766	-	5
	2893919	2894179		+	ygcO	b2767	-	1
	2894196	2894771		+	ygcP	b2768	-	2
	2895779	2894919		-	ygcQ	b2769	-	0
	2896555	2895776		-	ygcR	b2770	-	4
	2897870	2896533		-	ygcS	b2771	-	1
	2899418	2897964		-	ygcU	b4463	-	2
	2900273	2899488		-	ygcW	b2774	-	0
	2900592	2901869		+	yqcE	b2775	-	1
	2901896	2903374		+	ygcE	b2776	-	5
	2905418	2904747		-	queE	b2777	-	45
	2905557	2905697		+	yqcG	b4682	-	0
	2905711	2906583		+	ygcG	b2778	-	0
2906636			2906684	+	-	predicted RNA	antisense: eno	3940
2907969	2907941	2906643	2906643	-	eno	b2779	-	3407
2906739			2907818	+	-	predicted RNA	antisense: eno	4249
2909699	2909666	2908029	2907970	-	pyrG	b2780	-	506
2908188			2908255	+	-	predicted RNA	antisense: pyrG	1893
	2910685	2909894		-	mazG	b2781	-	67
	2911091	2910756		-	mazF	b2782	-	38
	2911339	2911091		-	mazE	b2783	-	107
	2913651	2911417		-	relA	b2784	-	122
	2915000	2913699		-	rlmD	b2785	-	48
	2915057	2917813		+	barA	b2786	-	22
	2919385	2918045		-	gudD	b2787	-	19
